N,P,K,temperature,humidity,ph,rainfall,label
90,52,37,33.6,86.31,6.76,175.74,cardamom
54,40,47,24.78,81.74,5.74,152.44,cardamom
88,49,36,24.82,73.99,6.22,192.64,cardamom
56,43,54,25.75,72.13,6.63,180.49,cardamom
69,44,59,32.79,73.58,5.59,153.74,cardamom
97,52,42,32.97,88.29,5.94,153.16,cardamom
55,40,57,28.87,74.61,6.52,108.95,cardamom
63,38,33,23.45,82.22,6.96,108.89,cardamom
54,43,40,28.23,89.44,6.84,147.69,cardamom
100,59,40,28.55,75.79,6.89,130.18,cardamom
72,33,45,31.05,73.18,5.6,183.6,cardamom
57,50,30,23.53,86.59,6.41,189.19,cardamom
57,43,52,27.91,65.9,5.64,88.36,cardamom
54,31,41,28.59,83.1,5.69,97.42,cardamom
83,30,36,20.09,75.53,6.36,163.46,cardamom
80,49,34,21.94,83.7,5.89,134.78,cardamom
66,60,55,20.12,87.26,6.21,148.12,cardamom
58,31,37,22.66,60.38,5.52,199.2,cardamom
78,43,50,24.14,70.51,6.84,187.32,cardamom
81,57,52,25.8,63.32,5.65,85.29,cardamom
57,58,46,22.05,60.37,6.06,146.64,cardamom
62,52,33,33.58,63.2,6.59,132.76,cardamom
73,51,45,23.67,75.09,5.86,108.43,cardamom
70,54,30,20.71,78.98,6.11,96.34,cardamom
94,53,42,25.11,85.87,6.46,166.03,cardamom
94,37,56,28.55,74.3,6.12,95.52,cardamom
75,30,58,30.56,76.07,5.77,121.24,cardamom
65,42,36,20.41,85.59,6.7,197.03,cardamom
62,53,54,25.07,75.97,6.87,129.6,cardamom
97,35,48,31.62,73.68,5.94,143.97,cardamom
81,31,53,32.94,60.87,5.78,113.35,cardamom
50,35,31,28.14,73.79,5.97,85.63,cardamom
57,51,35,23.99,84.87,6.12,93.57,cardamom
85,58,44,27.24,63.34,5.78,149.54,cardamom
87,47,50,26.41,71.27,6.03,149.01,cardamom
50,40,42,29.97,77.38,6.38,157.08,cardamom
66,49,36,28.33,78.42,6.72,128.19,cardamom
61,51,36,27.29,87.18,6.97,151.44,cardamom
96,51,40,26.44,85.97,6.01,146.42,cardamom
67,42,43,26.61,87.91,6.33,193.51,cardamom
78,45,59,21.85,72.8,6.44,100.99,cardamom
83,34,41,25.78,69.48,6.5,84.02,cardamom
63,54,45,27.67,61.52,6.51,136.32,cardamom
60,30,53,31.01,72.57,6.18,104.57,cardamom
56,30,47,30.19,88.64,5.96,138.43,cardamom
100,43,42,25.18,60.84,6.12,191.73,cardamom
83,44,37,24.75,63.45,5.76,98.69,cardamom
55,55,54,26.89,74.67,5.84,103.14,cardamom
83,44,60,34.67,82.34,6.19,100.73,cardamom
78,60,53,33.49,64.66,6.95,123.79,cardamom
63,32,55,34.06,87.38,6.24,117.65,cardamom
65,38,30,27.35,80.26,6.83,106.99,cardamom
79,34,36,33.04,86.03,6.82,124.85,cardamom
60,51,30,30.25,65.77,6.52,138.41,cardamom
92,44,53,25.17,70.51,5.51,186.82,cardamom
63,58,58,23.74,84.99,6.51,134.36,cardamom
69,47,57,27.26,86.84,6.0,123.18,cardamom
88,52,36,32.88,69.15,6.58,157.86,cardamom
94,39,59,34.77,80.37,6.85,190.71,cardamom
60,60,45,22.02,85.75,6.15,193.43,cardamom
68,33,33,32.51,73.67,6.71,149.75,cardamom
100,43,45,33.37,88.47,6.31,184.95,cardamom
91,40,49,28.41,77.85,6.0,150.86,cardamom
54,34,49,24.41,68.97,6.55,195.45,cardamom
81,46,39,21.79,85.49,6.05,91.43,cardamom
56,57,36,24.45,88.96,6.17,109.24,cardamom
61,36,44,20.87,73.17,6.96,81.0,cardamom
88,56,43,31.16,64.88,6.52,178.14,cardamom
74,50,32,33.8,68.62,6.6,188.52,cardamom
79,40,34,31.8,86.83,6.24,135.6,cardamom
61,37,45,34.86,87.99,6.12,135.42,cardamom
80,50,53,26.21,88.17,6.56,150.98,cardamom
64,59,50,31.44,85.99,6.38,148.26,cardamom
92,39,31,28.7,77.92,6.56,126.04,cardamom
68,57,38,23.52,81.04,6.22,111.4,cardamom
99,52,37,28.61,73.7,6.86,158.17,cardamom
67,34,30,20.87,67.97,5.57,126.49,cardamom
74,35,46,20.53,71.16,5.56,137.38,cardamom
66,50,59,26.86,84.23,6.29,87.02,cardamom
78,59,57,25.84,71.84,6.69,168.83,cardamom
84,60,52,22.78,67.72,6.39,180.28,cardamom
99,39,50,28.15,62.15,6.46,175.67,cardamom
69,48,35,29.2,79.29,5.98,152.15,cardamom
62,34,36,31.09,88.71,6.01,122.55,cardamom
54,56,54,30.07,64.9,6.0,126.39,cardamom
73,34,35,26.32,76.67,5.91,147.0,cardamom
63,40,47,21.89,83.1,6.29,197.02,cardamom
61,39,43,30.98,71.9,6.26,166.87,cardamom
73,54,45,34.02,62.22,6.5,137.93,cardamom
64,34,37,20.57,84.86,6.52,171.92,cardamom
91,35,39,26.27,78.91,6.91,160.53,cardamom
54,51,60,27.14,61.12,6.33,179.03,cardamom
91,51,55,20.99,62.42,6.44,94.12,cardamom
88,45,36,33.42,83.54,6.01,138.31,cardamom
82,47,47,28.05,72.25,5.51,122.85,cardamom
86,37,30,28.25,85.02,6.25,120.49,cardamom
51,32,30,33.95,86.39,5.97,112.34,cardamom
86,39,58,21.72,60.5,5.52,101.0,cardamom
84,38,56,33.15,65.94,5.51,153.82,cardamom
70,48,46,26.93,82.37,6.19,181.95,cardamom
81,52,46,21.02,70.87,6.98,85.44,cardamom
98,45,42,27.96,75.11,6.02,134.83,cardamom
56,46,46,31.47,74.98,5.86,149.46,cardamom
90,40,50,25.17,86.41,6.79,143.43,cardamom
140,57,75,33.51,60.81,7.33,111.56,carrot
147,42,78,24.68,65.66,7.11,92.77,carrot
111,42,43,24.81,67.0,6.04,59.39,carrot
149,46,41,29.16,60.61,6.16,101.2,carrot
118,66,72,26.13,67.99,5.81,73.28,carrot
90,72,70,23.15,65.57,5.55,194.51,carrot
86,79,60,31.2,70.8,7.09,102.32,carrot
88,48,53,28.66,63.94,7.07,180.45,carrot
97,70,53,29.49,78.93,5.56,55.45,carrot
89,78,67,30.23,64.88,6.82,82.69,carrot
137,44,53,26.72,80.46,5.61,184.87,carrot
118,40,67,20.25,87.52,7.0,177.54,carrot
100,41,50,32.18,69.89,6.85,125.19,carrot
90,47,45,23.2,74.1,5.83,193.5,carrot
90,64,50,32.06,66.26,6.01,157.65,carrot
91,77,42,30.41,82.87,7.0,77.31,carrot
99,67,79,31.38,79.26,5.96,128.79,carrot
83,60,41,25.91,83.19,7.07,95.12,carrot
135,45,79,20.5,71.68,6.56,91.55,carrot
117,41,40,21.32,62.0,6.47,79.87,carrot
98,41,60,25.94,72.69,7.23,87.64,carrot
93,74,50,31.17,62.81,6.06,136.1,carrot
110,52,60,30.54,81.9,7.38,191.33,carrot
83,51,52,26.53,62.76,7.02,149.75,carrot
147,58,58,32.03,82.21,7.39,144.1,carrot
85,68,45,20.86,66.48,6.13,91.88,carrot
125,70,40,34.03,74.65,6.5,62.24,carrot
141,47,78,25.84,60.44,5.84,141.46,carrot
142,60,80,22.94,87.04,5.64,105.46,carrot
141,77,72,31.68,79.98,5.83,100.52,carrot
119,55,66,20.96,67.0,5.62,122.04,carrot
91,51,65,18.3,87.9,5.76,171.73,carrot
105,63,53,26.79,72.08,5.62,150.85,carrot
114,73,47,23.41,70.89,5.84,93.17,carrot
109,68,74,25.09,87.0,7.19,72.62,carrot
110,72,73,24.09,86.49,7.14,123.49,carrot
89,64,46,30.07,65.15,5.63,186.73,carrot
102,59,70,33.63,71.26,6.9,188.79,carrot
87,65,50,20.96,84.65,6.21,172.54,carrot
140,60,54,26.22,67.09,6.92,104.11,carrot
105,43,64,18.0,81.46,6.89,64.73,carrot
108,78,49,18.38,68.02,6.9,154.15,carrot
93,43,57,23.73,61.91,6.53,91.06,carrot
83,48,53,18.45,60.91,6.34,110.05,carrot
115,73,52,24.08,70.88,6.9,57.75,carrot
83,68,51,22.7,77.74,6.38,77.18,carrot
96,67,50,33.76,67.35,7.32,69.04,carrot
127,70,48,27.6,79.46,7.03,180.17,carrot
146,64,40,31.27,68.36,6.05,68.02,carrot
89,64,55,29.39,64.96,5.84,75.85,carrot
113,61,56,32.13,62.96,6.29,148.73,carrot
132,71,64,22.48,82.09,6.7,72.5,carrot
127,78,57,34.29,73.12,7.05,90.39,carrot
111,54,53,19.9,64.42,6.37,68.83,carrot
81,73,52,22.25,88.6,5.73,75.13,carrot
147,60,51,33.6,63.91,6.5,121.19,carrot
134,62,49,31.96,79.55,7.03,155.49,carrot
93,45,70,24.53,83.42,5.79,63.23,carrot
121,41,59,29.05,70.61,6.78,97.57,carrot
81,40,52,22.23,66.44,7.11,110.78,carrot
142,73,72,33.95,65.65,6.58,194.06,carrot
89,59,49,27.02,67.61,6.05,140.6,carrot
83,71,76,29.18,85.57,6.77,137.96,carrot
85,67,67,29.13,84.33,6.02,123.07,carrot
95,55,54,29.41,83.86,5.6,60.78,carrot
141,40,63,22.57,79.11,6.34,179.8,carrot
115,57,42,26.29,66.81,6.92,185.37,carrot
132,68,76,27.32,61.86,6.75,98.98,carrot
140,77,68,34.01,78.05,7.23,132.35,carrot
137,40,63,22.84,60.32,6.3,71.19,carrot
109,78,65,33.94,61.12,7.16,179.71,carrot
92,78,44,27.39,62.31,6.33,194.94,carrot
94,73,62,22.68,74.52,7.19,50.97,carrot
90,70,67,33.54,69.86,7.15,78.49,carrot
94,46,76,18.37,64.04,5.96,56.17,carrot
124,49,76,33.71,86.25,5.85,88.18,carrot
142,57,54,27.49,77.61,5.91,120.05,carrot
102,40,42,25.96,86.23,7.18,62.08,carrot
145,43,49,27.91,67.63,5.64,110.58,carrot
123,64,76,19.73,89.7,5.89,94.03,carrot
140,41,73,23.75,61.85,5.83,95.41,carrot
96,46,66,27.27,73.53,6.85,190.15,carrot
149,42,42,25.27,64.96,5.99,137.42,carrot
98,74,64,27.26,74.49,5.79,149.61,carrot
150,57,49,18.87,79.43,7.02,190.67,carrot
128,61,45,31.48,74.96,7.05,83.86,carrot
101,72,46,32.08,64.42,6.49,96.63,carrot
128,69,60,30.64,77.09,5.68,178.2,carrot
131,63,63,21.97,61.08,6.39,100.06,carrot
119,60,68,21.64,61.61,7.27,65.86,carrot
85,78,68,30.78,69.07,6.2,157.67,carrot
140,72,66,34.86,84.32,6.23,58.62,carrot
144,54,42,34.58,70.55,7.27,95.85,carrot
96,69,50,31.67,72.63,5.82,125.68,carrot
111,60,61,29.99,82.17,6.78,95.27,carrot
99,54,68,26.64,78.23,7.15,69.74,carrot
110,44,74,29.8,84.19,5.69,97.19,carrot
113,44,61,28.31,89.96,7.43,155.17,carrot
85,78,68,21.76,66.63,6.07,188.35,carrot
136,48,56,30.72,77.65,7.3,95.95,carrot
113,51,62,18.52,67.88,5.85,178.75,carrot
136,61,42,30.02,80.7,7.32,150.15,carrot
89,44,77,31.88,79.91,6.08,74.59,carrot
148,43,40,22.95,64.3,5.69,154.9,carrot
96,51,53,34.08,62.9,6.74,189.83,carrot
123,45,74,31.48,78.85,5.95,131.44,carrot
101,49,46,24.24,65.38,7.35,181.95,carrot
134,71,46,25.75,85.4,5.81,173.41,carrot
108,53,44,19.36,66.88,7.49,129.28,carrot
129,67,54,27.95,60.45,7.01,109.32,carrot
89,77,44,27.1,88.9,6.25,64.5,carrot
139,42,79,31.49,81.88,5.71,84.19,carrot
104,70,47,22.68,76.94,6.52,76.99,carrot
93,62,47,31.63,78.81,6.97,180.36,carrot
94,47,68,25.32,69.05,6.63,178.22,carrot
85,56,44,31.92,83.09,6.0,143.24,carrot
113,51,69,32.94,70.51,7.5,120.58,carrot
115,71,73,20.72,72.06,6.0,104.8,carrot
90,51,68,27.38,78.74,6.29,82.94,carrot
121,40,62,33.04,89.13,6.4,192.11,carrot
129,52,89,22.86,85.57,6.08,159.56,cashewnut
112,45,92,32.89,80.51,5.84,251.88,cashewnut
100,63,76,32.14,75.45,6.21,212.3,cashewnut
131,46,61,30.52,91.32,5.42,251.46,cashewnut
120,75,78,31.84,81.01,5.48,185.28,cashewnut
94,63,50,25.64,93.06,5.05,281.22,cashewnut
147,61,70,23.68,78.01,5.32,236.56,cashewnut
105,60,62,24.99,71.02,5.56,217.25,cashewnut
135,62,83,31.33,70.51,6.07,277.84,cashewnut
121,42,74,27.0,92.99,5.78,162.58,cashewnut
109,69,67,28.01,71.88,6.25,295.82,cashewnut
134,46,92,33.12,94.17,5.11,291.22,cashewnut
138,68,54,34.63,82.75,5.44,230.69,cashewnut
87,64,83,20.65,90.44,6.43,170.6,cashewnut
92,55,53,25.87,93.79,6.45,207.52,cashewnut
123,52,48,24.15,85.1,6.0,290.42,cashewnut
143,72,76,32.54,94.64,6.07,190.54,cashewnut
115,66,51,21.7,78.43,6.45,291.36,cashewnut
113,73,40,25.63,88.24,5.09,154.03,cashewnut
80,53,80,23.33,76.08,6.5,252.76,cashewnut
81,59,86,24.71,76.1,5.19,276.01,cashewnut
97,66,90,32.22,87.12,5.27,168.89,cashewnut
110,66,76,21.6,90.62,5.38,207.49,cashewnut
143,61,96,31.47,74.05,6.29,213.71,cashewnut
82,59,80,24.51,75.43,5.67,225.85,cashewnut
92,61,54,33.01,82.6,5.64,279.33,cashewnut
103,79,79,25.25,72.63,6.21,189.7,cashewnut
114,67,97,27.82,74.21,5.6,240.62,cashewnut
140,60,97,29.59,78.64,5.27,152.59,cashewnut
121,55,55,30.36,94.36,6.25,161.97,cashewnut
108,41,59,28.55,83.71,5.25,163.44,cashewnut
80,74,86,25.5,74.65,5.87,270.42,cashewnut
93,68,50,20.32,91.16,6.17,222.65,cashewnut
139,60,47,30.4,91.67,5.53,180.15,cashewnut
138,74,62,27.32,71.08,6.23,254.43,cashewnut
112,57,93,29.04,72.89,5.06,242.53,cashewnut
128,48,86,33.35,71.95,6.2,196.0,cashewnut
104,65,67,28.1,77.86,5.36,269.5,cashewnut
147,57,49,31.89,84.58,6.5,201.33,cashewnut
101,73,40,24.7,78.88,5.66,166.62,cashewnut
124,64,47,23.64,77.98,5.44,280.57,cashewnut
139,49,90,32.18,73.98,5.24,265.27,cashewnut
124,75,48,33.04,72.38,6.37,150.01,cashewnut
91,61,99,34.88,79.5,5.17,261.08,cashewnut
115,53,78,21.44,91.7,6.31,198.9,cashewnut
115,44,91,22.53,70.94,5.6,215.7,cashewnut
129,53,78,26.01,89.08,6.09,193.46,cashewnut
127,40,82,29.75,82.91,5.89,212.62,cashewnut
144,48,67,27.64,85.14,5.37,180.51,cashewnut
136,43,72,23.45,89.43,5.13,294.34,cashewnut
129,46,69,24.1,87.67,6.12,243.68,cashewnut
111,54,60,27.27,82.35,5.76,267.91,cashewnut
84,42,91,24.38,71.14,5.56,237.03,cashewnut
138,67,87,20.73,93.21,5.36,255.92,cashewnut
113,52,94,23.61,91.15,6.3,181.07,cashewnut
103,49,79,25.77,90.47,5.82,158.44,cashewnut
143,69,88,31.84,82.81,6.32,295.42,cashewnut
137,53,86,29.78,78.67,5.04,223.63,cashewnut
146,70,55,31.96,93.7,5.97,188.9,cashewnut
84,50,80,23.48,86.71,6.0,152.69,cashewnut
92,56,53,22.59,88.51,6.24,202.96,cashewnut
123,75,75,20.37,83.7,5.15,180.41,cashewnut
135,65,56,29.36,71.09,5.51,256.93,cashewnut
97,61,98,30.44,82.33,5.55,230.26,cashewnut
85,51,62,23.44,79.68,6.08,297.46,cashewnut
84,76,87,21.52,75.8,5.45,209.37,cashewnut
134,47,60,31.02,73.66,6.06,218.15,cashewnut
129,49,94,31.23,85.97,5.29,157.73,cashewnut
116,58,70,33.96,71.32,5.03,258.8,cashewnut
144,74,56,33.34,85.48,5.48,259.77,cashewnut
114,72,59,28.08,72.39,5.19,154.41,cashewnut
144,41,100,23.73,81.28,5.85,182.64,cashewnut
88,75,43,33.15,77.66,6.36,191.64,cashewnut
143,72,41,23.45,86.7,5.48,284.06,cashewnut
148,48,59,22.97,85.31,5.11,178.2,cashewnut
114,70,41,31.44,82.85,6.07,226.4,cashewnut
89,74,58,23.59,81.56,6.1,195.88,cashewnut
85,63,85,30.44,70.98,5.31,173.44,cashewnut
137,80,47,27.47,86.7,5.52,285.13,cashewnut
105,47,71,23.11,74.08,5.03,193.03,cashewnut
131,60,83,20.44,78.66,5.56,258.42,cashewnut
144,46,82,21.51,70.96,6.31,180.35,cashewnut
95,79,87,30.94,82.94,5.81,267.24,cashewnut
138,65,91,22.04,89.34,6.01,172.49,cashewnut
97,53,74,33.8,73.06,5.82,174.9,cashewnut
91,65,44,32.67,91.5,5.0,283.57,cashewnut
130,47,92,30.24,76.95,5.65,250.18,cashewnut
150,68,61,29.86,70.86,6.25,245.97,cashewnut
114,74,88,21.31,84.33,5.13,152.82,cashewnut
89,51,73,31.4,76.45,6.09,189.74,cashewnut
141,72,77,28.04,94.36,6.39,290.94,cashewnut
103,54,46,33.08,76.6,6.28,280.04,cashewnut
92,69,82,34.83,82.46,5.77,241.93,cashewnut
132,43,62,24.57,72.35,5.92,153.42,cashewnut
99,62,100,22.59,85.13,5.11,224.32,cashewnut
133,68,60,27.67,94.57,5.01,157.51,cashewnut
108,69,64,29.93,71.46,5.97,153.9,cashewnut
113,52,59,33.05,78.01,5.53,212.78,cashewnut
80,52,45,26.41,84.9,5.51,291.54,cashewnut
116,52,63,33.98,73.73,6.12,264.72,cashewnut
94,72,76,32.44,92.65,5.74,150.86,cashewnut
127,62,60,20.32,78.95,6.08,200.07,cashewnut
141,56,64,25.76,86.87,6.43,155.63,cashewnut
114,70,55,22.46,89.52,6.17,229.21,cashewnut
98,75,72,31.96,77.47,5.05,294.74,cashewnut
91,53,95,29.09,77.6,6.01,215.16,cashewnut
106,59,85,29.24,74.53,5.99,240.06,cashewnut
117,58,74,28.09,76.18,5.03,168.27,cashewnut
137,76,61,22.92,90.01,5.56,294.05,cashewnut
146,47,87,28.71,71.3,5.81,234.06,cashewnut
150,59,100,25.45,80.21,6.49,161.89,cashewnut
81,69,40,20.13,79.5,5.07,209.29,cashewnut
109,80,70,26.19,91.21,5.04,171.87,cashewnut
121,65,98,20.98,78.22,5.53,263.75,cashewnut
101,65,69,26.34,87.04,5.96,212.98,cashewnut
125,44,62,25.02,71.09,5.5,287.44,cashewnut
98,55,64,28.71,91.06,5.53,258.99,cashewnut
138,55,48,21.15,75.59,5.32,160.6,cashewnut
98,51,72,21.32,81.69,5.14,251.45,cashewnut
140,48,95,26.96,74.17,6.39,270.59,cashewnut
63,35,33,26.81,66.99,6.93,121.83,castor seed
61,51,40,27.09,47.62,7.14,109.17,castor seed
70,40,51,29.14,54.71,6.96,111.44,castor seed
63,47,33,24.94,45.71,6.6,75.44,castor seed
58,36,50,27.22,50.41,6.53,97.98,castor seed
65,33,44,24.04,55.74,6.64,124.29,castor seed
71,32,32,20.39,62.48,7.1,117.35,castor seed
76,35,46,25.83,55.46,6.68,121.85,castor seed
78,44,57,34.16,47.42,7.44,73.72,castor seed
78,33,57,24.74,67.97,7.33,50.39,castor seed
44,60,54,27.86,41.71,6.49,136.39,castor seed
77,37,47,33.45,47.34,6.35,86.63,castor seed
48,34,59,26.04,64.91,6.83,53.25,castor seed
40,56,38,21.71,51.79,6.84,113.35,castor seed
45,39,44,26.43,53.09,7.11,126.28,castor seed
71,53,46,28.97,44.94,6.47,117.82,castor seed
70,39,38,27.57,56.22,6.83,56.05,castor seed
71,43,36,30.75,47.31,7.43,102.73,castor seed
48,48,56,28.72,57.69,7.15,40.9,castor seed
65,52,47,26.41,47.91,7.14,80.24,castor seed
51,41,56,32.47,42.26,7.25,140.45,castor seed
56,41,59,33.04,53.49,7.25,90.74,castor seed
74,45,30,26.2,50.28,7.23,70.85,castor seed
69,50,37,22.19,67.75,7.14,41.1,castor seed
49,38,49,28.68,60.57,6.17,100.29,castor seed
74,45,51,26.17,64.02,7.38,128.67,castor seed
61,52,36,25.07,40.97,6.41,95.79,castor seed
75,30,58,29.47,50.0,6.74,106.31,castor seed
48,59,59,21.45,65.01,6.65,86.0,castor seed
59,51,41,21.26,60.36,6.01,118.94,castor seed
73,46,51,29.08,42.38,6.15,61.73,castor seed
73,52,43,32.37,45.08,6.05,133.14,castor seed
75,38,53,22.14,48.57,7.28,67.41,castor seed
53,36,43,27.17,62.36,6.3,43.08,castor seed
58,56,44,22.8,68.76,6.81,45.49,castor seed
54,39,54,28.27,58.36,6.9,130.91,castor seed
47,47,46,33.65,40.14,6.13,77.53,castor seed
71,48,55,30.73,62.91,7.13,75.07,castor seed
79,44,48,24.25,61.72,7.4,73.11,castor seed
51,40,42,23.21,48.94,6.61,141.5,castor seed
75,58,45,20.62,48.49,6.32,82.53,castor seed
59,41,33,33.61,62.78,6.9,67.14,castor seed
65,30,40,26.09,53.52,7.07,46.27,castor seed
63,51,59,30.45,57.98,6.17,71.93,castor seed
67,54,51,34.12,41.77,6.83,63.41,castor seed
52,59,48,34.08,55.46,7.16,124.69,castor seed
61,44,50,34.49,47.91,7.2,47.18,castor seed
65,36,38,25.12,46.12,7.09,127.56,castor seed
61,56,57,31.51,60.14,6.23,89.5,castor seed
69,38,47,30.65,65.87,6.09,71.55,castor seed
42,53,42,33.8,53.03,7.47,79.85,castor seed
60,36,58,30.4,49.66,6.36,98.43,castor seed
63,51,56,33.08,46.05,7.25,143.61,castor seed
40,58,35,29.51,63.5,6.05,47.59,castor seed
79,42,49,26.56,64.7,6.61,113.22,castor seed
49,45,52,34.88,60.7,6.23,59.82,castor seed
51,39,46,32.78,61.37,6.44,41.94,castor seed
41,39,48,28.95,53.18,6.62,80.92,castor seed
43,48,52,29.85,60.55,6.14,59.68,castor seed
73,59,58,28.2,68.16,6.41,119.56,castor seed
75,60,38,30.21,54.81,6.84,66.54,castor seed
64,31,30,21.06,54.57,6.54,128.26,castor seed
70,47,53,30.62,60.41,7.12,103.38,castor seed
45,33,32,29.98,55.58,6.73,142.31,castor seed
74,47,50,33.46,66.72,6.97,50.26,castor seed
46,42,39,30.1,47.51,6.77,47.71,castor seed
44,42,41,24.61,68.91,6.72,62.06,castor seed
55,31,55,30.51,57.71,6.1,64.45,castor seed
43,30,39,20.98,40.01,7.5,125.8,castor seed
69,54,55,26.98,66.5,6.32,44.65,castor seed
59,40,58,24.65,65.67,6.67,94.03,castor seed
51,37,52,26.4,48.41,6.42,87.73,castor seed
40,40,53,21.24,43.34,6.42,56.25,castor seed
68,39,55,21.87,41.7,7.46,117.09,castor seed
79,43,37,21.69,49.39,6.42,66.82,castor seed
45,36,59,33.19,65.37,6.12,147.46,castor seed
72,43,30,34.31,43.52,6.77,40.17,castor seed
55,31,37,32.32,54.86,7.19,77.67,castor seed
68,46,46,23.46,52.21,6.58,104.22,castor seed
79,34,43,25.97,52.09,7.38,110.66,castor seed
43,33,37,34.6,50.55,6.31,75.6,castor seed
45,51,42,27.02,53.71,6.35,105.08,castor seed
76,41,55,27.98,69.38,7.05,119.64,castor seed
44,41,45,30.64,55.93,6.89,118.11,castor seed
60,39,35,26.95,65.12,7.27,65.68,castor seed
43,58,43,30.55,50.56,6.05,145.54,castor seed
72,36,47,30.19,59.56,6.35,142.54,castor seed
48,56,53,27.04,65.71,7.16,92.63,castor seed
51,56,60,27.84,59.38,7.33,105.82,castor seed
68,45,30,23.44,60.24,6.93,59.85,castor seed
66,37,46,21.32,61.08,6.48,66.66,castor seed
64,43,43,23.49,68.9,6.52,133.55,castor seed
48,32,37,24.0,53.36,7.37,97.71,castor seed
42,45,49,33.78,49.28,7.16,62.65,castor seed
71,40,47,34.28,59.38,6.55,80.33,castor seed
62,31,30,28.9,41.66,6.14,107.49,castor seed
68,34,35,32.28,42.89,6.96,107.22,castor seed
76,55,34,22.7,49.33,6.49,87.47,castor seed
80,38,34,24.26,51.91,6.38,104.25,castor seed
65,40,44,20.58,47.17,7.36,148.87,castor seed
50,51,44,33.02,45.89,7.03,128.35,castor seed
70,56,31,27.26,65.86,6.72,111.21,castor seed
58,46,50,30.27,61.99,6.62,129.33,castor seed
77,41,53,31.57,57.04,7.36,138.82,castor seed
57,55,46,22.93,56.06,6.02,66.93,castor seed
49,30,46,20.89,47.94,6.79,91.04,castor seed
56,56,38,30.01,43.14,6.86,140.76,castor seed
75,45,60,26.65,55.59,7.49,76.11,castor seed
41,52,49,21.39,59.47,6.09,95.09,castor seed
70,59,32,31.02,53.36,6.36,126.31,castor seed
44,31,38,21.92,56.74,6.75,129.82,castor seed
40,59,37,34.09,58.54,6.99,88.13,castor seed
68,36,36,28.62,66.72,6.04,141.25,castor seed
54,55,44,32.58,62.45,6.4,59.72,castor seed
48,56,30,34.43,67.47,6.69,85.47,castor seed
43,39,33,26.44,57.71,7.27,137.67,castor seed
45,53,30,22.21,64.64,6.52,70.8,castor seed
48,45,52,31.67,48.62,7.1,102.09,castor seed
74,33,52,27.19,58.76,7.1,58.15,castor seed
57,50,50,30.74,59.39,6.39,60.06,castor seed
73,60,59,22.26,59.88,6.91,102.1,cauliflower
83,32,32,21.02,70.56,6.53,114.36,cauliflower
63,31,40,20.67,66.67,7.39,53.57,cauliflower
56,48,35,26.55,77.86,6.87,69.72,cauliflower
61,46,57,24.3,53.99,6.79,103.68,cauliflower
69,31,50,28.3,67.98,5.78,176.18,cauliflower
64,40,52,26.6,78.12,7.1,95.25,cauliflower
97,37,36,31.35,77.5,5.87,106.95,cauliflower
42,54,30,22.21,67.23,7.15,132.06,cauliflower
100,38,59,27.04,62.27,7.23,166.93,cauliflower
60,45,48,24.16,71.02,6.1,79.59,cauliflower
48,34,47,27.21,69.25,5.99,195.32,cauliflower
74,59,31,32.58,78.49,7.36,125.78,cauliflower
47,39,32,33.39,58.38,6.35,172.16,cauliflower
96,47,36,31.96,68.02,5.79,123.16,cauliflower
85,43,33,27.66,71.8,6.39,98.74,cauliflower
85,57,51,22.98,65.47,7.11,140.89,cauliflower
72,51,58,24.02,67.51,7.29,140.9,cauliflower
47,45,42,29.96,72.11,5.93,67.45,cauliflower
76,37,53,31.58,75.72,6.53,97.68,cauliflower
73,43,40,29.54,53.85,6.06,190.87,cauliflower
99,31,43,27.82,68.12,6.51,84.43,cauliflower
66,51,40,29.79,64.92,6.25,88.84,cauliflower
63,39,40,23.15,62.69,6.72,126.78,cauliflower
49,42,32,34.04,74.71,6.16,118.83,cauliflower
79,55,48,24.07,66.91,5.62,55.88,cauliflower
45,30,40,26.85,54.79,6.79,128.19,cauliflower
91,48,45,28.6,69.47,6.04,67.57,cauliflower
78,34,51,25.31,56.05,6.02,165.38,cauliflower
69,32,32,32.08,63.11,5.96,165.71,cauliflower
66,48,38,29.35,56.3,6.88,157.06,cauliflower
48,51,48,29.82,52.11,6.3,78.0,cauliflower
73,30,32,30.18,58.68,6.42,50.19,cauliflower
68,38,49,31.31,74.15,7.07,165.57,cauliflower
77,57,55,21.73,74.31,5.51,158.21,cauliflower
53,43,58,26.43,56.41,6.08,160.08,cauliflower
100,60,45,28.35,77.49,5.73,55.25,cauliflower
73,42,52,22.19,58.7,6.56,156.36,cauliflower
89,49,30,34.01,65.42,6.56,171.4,cauliflower
75,30,39,22.19,51.1,6.02,51.98,cauliflower
66,30,34,24.29,77.59,6.93,56.98,cauliflower
95,34,39,33.01,66.7,6.72,51.38,cauliflower
81,51,46,24.48,67.1,5.76,103.92,cauliflower
42,50,48,25.95,58.01,6.58,52.68,cauliflower
56,37,39,28.66,51.27,5.51,194.29,cauliflower
42,60,41,23.7,70.86,7.33,56.83,cauliflower
44,53,31,23.26,76.54,5.86,159.52,cauliflower
85,35,59,26.53,79.84,5.58,109.3,cauliflower
63,55,51,20.55,56.65,6.24,65.84,cauliflower
88,38,56,27.84,79.87,5.63,167.32,cauliflower
49,40,54,28.85,69.08,5.96,153.92,cauliflower
